"","airport","year","ops","Actual_Arrivals","On_Time_Arrivals","Departure_Cancellations","Arrival_Cancellations","Departure_Diversions","Actual_Diversions","Delayed_Arrivals","Prop_On_Time"
"365","IAD",1991,274277,NA,NA,NA,NA,NA,NA,NA,NA
"366","IAD",1992,288244,NA,NA,NA,NA,NA,NA,NA,NA
"367","IAD",1993,280177,NA,NA,NA,NA,NA,NA,NA,NA
"368","IAD",1994,297233,NA,NA,NA,NA,NA,NA,NA,NA
"369","IAD",1995,317326,NA,NA,NA,NA,NA,NA,NA,NA
"370","IAD",1996,333845,NA,NA,NA,NA,NA,NA,NA,NA
"371","IAD",1997,350265,NA,NA,NA,NA,NA,NA,NA,NA
"372","IAD",1998,396452,NA,NA,NA,NA,NA,NA,NA,NA
"373","IAD",1999,482787,NA,NA,NA,NA,NA,NA,NA,NA
"374","IAD",2000,479931,NA,NA,NA,NA,NA,NA,NA,NA
"375","IAD",2001,424150,NA,NA,NA,NA,NA,NA,NA,NA
"376","IAD",2002,392179,NA,NA,NA,NA,NA,NA,NA,NA
"377","IAD",2003,365766,NA,NA,NA,NA,NA,NA,NA,NA
"378","IAD",2004,502519,129361,104088,2856,3197,271,260,25273,0.804631998824994
"379","IAD",2005,553021,119635,96745,2452,2604,182,140,22890,0.808668031930455
"380","IAD",2006,424127,93363,72534,2232,2422,238,226,20829,0.776903055814402
"381","IAD",2007,419127,87747,65923,2920,3116,180,168,21824,0.751284944214617
"382","IAD",2008,391626,73662,56294,2077,2210,189,150,17368,0.764220357850724
"383","IAD",2009,365585,65140,53794,1315,1317,181,122,11346,0.825821307952103
"384","IAD",2010,371801,74854,62521,2020,2076,193,181,12333,0.8352392657707
"385","IAD",2011,361697,74866,60443,1804,1842,186,177,14423,0.807349130446398
"386","IAD",2012,338386,74247,60251,1698,1740,169,135,13996,0.811494067100354
"387","IAD",2013,334452,72273,57479,1700,1770,159,122,14794,0.795303917092137
"388","IAD",2014,314512,55829,43859,2032,2035,130,121,11970,0.785595299933726
"389","IAD",2015,294807,36693,29998,566,534,92,55,6695,0.817540130270079
"390","IAD",2016,292124,33860,28893,520,495,74,75,4967,0.85330773774365
"391","IAD",2017,294066,36363,30917,361,355,73,56,5446,0.850232379066634
"392","IAD",2018,305543,90865,74256,1599,1634,171,153,16609,0.817212347988775
"393","IAH",1991,310597,NA,NA,NA,NA,NA,NA,NA,NA
"394","IAH",1992,326886,NA,NA,NA,NA,NA,NA,NA,NA
"395","IAH",1993,354263,NA,NA,NA,NA,NA,NA,NA,NA
"396","IAH",1994,358212,NA,NA,NA,NA,NA,NA,NA,NA
"397","IAH",1995,378084,NA,NA,NA,NA,NA,NA,NA,NA
"398","IAH",1996,396453,NA,NA,NA,NA,NA,NA,NA,NA
"399","IAH",1997,415703,NA,NA,NA,NA,NA,NA,NA,NA
"400","IAH",1998,447701,NA,NA,NA,NA,NA,NA,NA,NA
"401","IAH",1999,463173,NA,NA,NA,NA,NA,NA,NA,NA
"402","IAH",2000,490568,NA,NA,NA,NA,NA,NA,NA,NA
"403","IAH",2001,477367,NA,NA,NA,NA,NA,NA,NA,NA
"404","IAH",2002,462255,NA,NA,NA,NA,NA,NA,NA,NA
"405","IAH",2003,479080,NA,NA,NA,NA,NA,NA,NA,NA
"406","IAH",2004,521098,199201,163696,1825,2010,344,885,35505,0.821762942957114
"407","IAH",2005,563514,207771,172851,3426,3545,426,766,34920,0.831930346390979
"408","IAH",2006,603246,219965,173974,2374,2500,577,1539,45991,0.790916736753574
"409","IAH",2007,603641,197099,157714,2033,2166,518,1174,39385,0.80017656101756
"410","IAH",2008,578288,181025,144973,3261,3366,508,769,36052,0.80084518712885
"411","IAH",2009,538875,180922,151456,1249,1333,510,768,29466,0.837134234642553
"412","IAH",2010,531983,181190,150762,1375,1484,486,544,30428,0.832065787295105
"413","IAH",2011,528997,172396,141985,2105,2364,527,463,30411,0.823597995313116
"414","IAH",2012,511034,174672,141914,1898,2168,469,530,32758,0.81245992488779
"415","IAH",2013,505143,178294,144467,1894,2280,511,499,33827,0.810274041751265
"416","IAH",2014,508940,169313,133743,3744,4297,576,625,35570,0.789915718226007
"417","IAH",2015,502844,156659,126851,2222,2520,501,731,29808,0.80972685897395
"418","IAH",2016,470780,134661,114753,1651,1818,351,613,19908,0.852162095929779
"419","IAH",2017,450323,125251,107900,3529,3599,326,374,17351,0.861470167902851
"420","IAH",2018,466740,172568,142411,1817,1971,452,554,30157,0.8252457002457
"421","JFK",1991,298161,NA,NA,NA,NA,NA,NA,NA,NA
"422","JFK",1992,341200,NA,NA,NA,NA,NA,NA,NA,NA
"423","JFK",1993,349409,NA,NA,NA,NA,NA,NA,NA,NA
"424","JFK",1994,350738,NA,NA,NA,NA,NA,NA,NA,NA
"425","JFK",1995,350350,NA,NA,NA,NA,NA,NA,NA,NA
"426","JFK",1996,363193,NA,NA,NA,NA,NA,NA,NA,NA
"427","JFK",1997,362904,NA,NA,NA,NA,NA,NA,NA,NA
"428","JFK",1998,358171,NA,NA,NA,NA,NA,NA,NA,NA
"429","JFK",1999,355677,NA,NA,NA,NA,NA,NA,NA,NA
"430","JFK",2000,358951,NA,NA,NA,NA,NA,NA,NA,NA
"431","JFK",2001,317746,NA,NA,NA,NA,NA,NA,NA,NA
"432","JFK",2002,301160,NA,NA,NA,NA,NA,NA,NA,NA
"433","JFK",2003,291299,NA,NA,NA,NA,NA,NA,NA,NA
"434","JFK",2004,332816,90103,69658,1340,1194,218,211,20445,0.77309301577084
"435","JFK",2005,362680,99787,71640,1915,1749,245,407,28147,0.717929189172938
"436","JFK",2006,396734,108208,76654,1932,1767,465,489,31554,0.708394943072601
"437","JFK",2007,456835,121811,79514,4102,4089,236,635,42297,0.652765349598969
"438","JFK",2008,446968,115072,81523,3196,3200,447,530,33549,0.708452099555061
"439","JFK",2009,422244,116563,87972,2618,2728,307,375,28591,0.754716333656478
"440","JFK",2010,404174,107767,83699,3797,3849,234,401,24068,0.776666326426457
"441","JFK",2011,413601,91409,71124,2580,2595,241,400,20285,0.778085308886433
"442","JFK",2012,409916,95184,78167,1591,1613,174,305,17017,0.821219952933266
"443","JFK",2013,411776,109083,83548,1962,2007,238,259,25535,0.765912195300826
"444","JFK",2014,431236,97781,75527,2319,2380,209,389,22254,0.772409772859758
"445","JFK",2015,446644,99822,78030,1953,2014,243,258,21792,0.781691410711066
"446","JFK",2016,458707,96161,75033,1209,1290,310,275,21128,0.780285146785079
"447","JFK",2017,453335,91979,68736,2076,2188,323,252,23243,0.747301014361974
"448","JFK",2018,461054,126617,98876,3536,3641,347,439,27741,0.780906197430045
"449","LAS",1991,398246,NA,NA,NA,NA,NA,NA,NA,NA
"450","LAS",1992,411600,NA,NA,NA,NA,NA,NA,NA,NA
"451","LAS",1993,457235,NA,NA,NA,NA,NA,NA,NA,NA
"452","LAS",1994,495940,NA,NA,NA,NA,NA,NA,NA,NA
"453","LAS",1995,503698,NA,NA,NA,NA,NA,NA,NA,NA
"454","LAS",1996,476511,NA,NA,NA,NA,NA,NA,NA,NA
"455","LAS",1997,473254,NA,NA,NA,NA,NA,NA,NA,NA
"456","LAS",1998,470707,NA,NA,NA,NA,NA,NA,NA,NA
"457","LAS",1999,542922,NA,NA,NA,NA,NA,NA,NA,NA
"458","LAS",2000,521300,NA,NA,NA,NA,NA,NA,NA,NA
"459","LAS",2001,498970,NA,NA,NA,NA,NA,NA,NA,NA
"460","LAS",2002,498037,NA,NA,NA,NA,NA,NA,NA,NA
"461","LAS",2003,510814,NA,NA,NA,NA,NA,NA,NA,NA
"462","LAS",2004,574355,156615,122804,1484,1347,289,195,33811,0.784113909906458
"463","LAS",2005,614312,166113,130410,1400,1271,300,173,35703,0.785067995882321
"464","LAS",2006,619474,183011,141219,1609,1460,377,245,41792,0.771642141729186
"465","LAS",2007,619287,181833,141142,1842,1677,424,181,40691,0.776217738254332
"466","LAS",2008,578946,170666,134417,2057,1805,339,400,36249,0.787602685947992
"467","LAS",2009,511063,153402,128088,991,924,272,146,25314,0.834982594751046
"468","LAS",2010,505604,144084,119943,1016,964,303,174,24141,0.83245190305655
"469","LAS",2011,531538,145030,120839,1143,1088,281,160,24191,0.833200027580501
"470","LAS",2012,528004,141259,120148,918,817,239,182,21111,0.850551115327165
"471","LAS",2013,520386,137727,111439,777,726,274,156,26288,0.809129655042221
"472","LAS",2014,522067,135864,106671,1115,1035,266,159,29193,0.785130718954248
"473","LAS",2015,524878,144788,118619,964,887,319,225,26169,0.819259883415753
"474","LAS",2016,535740,149220,122857,1299,1236,304,234,26363,0.8233279721217
"475","LAS",2017,542994,150221,121453,1367,1303,221,205,28768,0.80849548332124
"476","LAS",2018,539866,162860,133335,1129,1105,336,249,29525,0.818709320889107
